game_id,drive_number,field_pos,time_remaining,is_half_one,is_half_two,UTM,score_differential,pos_team TOL,def_time TOL,result,yds_gained / 10,actual_yds_gained,field_goal_attempt,field_goal_distance
2013090812 - 2342,7,1,1140,1,0,0,-3,3,3,fourth_down,0,-1,1,20
2013090812 - 2347,8,80,1022,1,0,0,0,3,3,fourth_down,6,60,1,38
2013090812 - 2363,9,81,595,1,0,0,-3,3,2,fourth_down,0,6,0,NA
2013090812 - 2368,10,71,472,1,0,0,3,2,3,touchdown,NA,NA,0,NA
2013090812 - 2380,11,65,175,1,0,0,10,2,2,touchdown,NA,NA,0,NA
2013090812 - 2387,12,80,110,1,0,1,3,2,2,fourth_down,2,25,0,NA
2013090812 - 2400,14,80,1800,0,1,0,3,3,3,fourth_down,0,3,0,NA
2013090812 - 2404,15,71,1693,0,1,0,-3,3,3,defensive_touchdown,NA,NA,0,NA
2013090812 - 2407,16,80,1650,0,1,0,-9,3,3,fourth_down,2,27,0,NA
2013090812 - 2414,17,80,1418,0,1,0,9,3,3,fourth_down,2,23,0,NA
2013090812 - 2422,18,16,1244,0,1,0,9,3,3,touchdown,NA,NA,0,NA
2013090812 - 2426,19,80,1195,0,1,0,-16,3,3,touchdown,NA,NA,0,NA
2013090812 - 2436,20,80,1004,0,1,0,9,3,3,fourth_down,5,53,1,45
2013090812 - 2436,20,80,1004,0,1,0,9,3,3,touchdown,NA,NA,0,NA
2013090812 - 2454,21,80,527,0,1,0,5,3,3,fourth_down,0,-4,0,NA
2013090812 - 2461,22,55,349,0,1,0,-5,3,3,fourth_down,0,-7,0,NA
2013090812 - 2465,23,84,307,0,1,0,5,3,3,fourth_down,2,20,0,NA
2013090812 - 2471,24,83,161,0,1,0,-5,2,3,defensive_touchdown,NA,NA,0,NA
2013090812 - 2477,25,80,110,0,1,1,-11,2,3,touchdown,NA,NA,0,NA
2013090812 - 2490,26,46,10,0,1,1,4,3,0,end_of_half,NA,NA,0,NA
2013090900 - 2493,1,80,1800,1,0,0,0,3,3,defensive_touchdown,NA,NA,0,NA
2013090900 - 2504,2,80,1614,1,0,0,-6,3,3,fourth_down,5,51,1,48
2013090900 - 2514,3,80,1455,1,0,0,3,3,2,turnover,NA,NA,0,NA
2013090900 - 2515,4,25,1447,1,0,0,-3,2,3,touchdown,NA,NA,0,NA
2013090900 - 2518,5,80,1439,1,0,0,-4,3,2,turnover,NA,NA,0,NA
2013090900 - 2522,6,48,1340,1,0,0,4,2,3,fourth_down,0,9,0,NA
2013090900 - 2528,7,95,1201,1,0,0,-4,3,2,safety,NA,NA,0,NA
2013090900 - 2531,8,66,1185,1,0,0,6,2,3,fourth_down,2,26,0,NA
2013090900 - 2540,9,80,1020,1,0,0,-6,3,2,fourth_down,1,16,0,NA
2013090900 - 2548,10,83,826,1,0,0,6,2,3,fourth_down,2,25,0,NA
2013090900 - 2558,11,94,588,1,0,0,-6,3,2,fourth_down,1,11,0,NA
2013090900 - 2563,12,62,497,1,0,0,6,2,3,touchdown,NA,NA,0,NA
2013090900 - 2571,13,91,364,1,0,0,-13,3,2,fourth_down,0,1,0,NA
2013090900 - 2575,14,44,251,1,0,0,13,2,3,touchdown,NA,NA,0,NA
2013090900 - 2587,15,87,52,1,0,1,-20,3,2,end_of_half,NA,NA,0,NA
2013090900 - 2595,16,80,1800,0,1,0,-20,3,3,turnover,NA,NA,0,NA
2013090900 - 2599,17,30,1740,0,1,0,20,3,3,touchdown,NA,NA,0,NA
2013090900 - 2603,18,79,1699,0,1,0,-27,3,3,fourth_down,5,57,1,-40
2013090900 - 2603,18,79,1699,0,1,0,-27,3,3,fourth_down,0,-7,0,NA
2013090900 - 2626,19,66,1116,0,1,0,-27,3,3,touchdown,NA,NA,0,NA
2013090900 - 2637,20,81,902,0,1,0,20,3,3,turnover,NA,NA,0,NA
2013090900 - 2642,21,29,826,0,1,0,-20,3,3,touchdown,NA,NA,0,NA
2013090900 - 2648,22,80,744,0,1,0,14,3,3,fourth_down,3,38,0,NA
2013090900 - 2655,23,94,548,0,1,0,-14,3,3,fourth_down,5,52,0,NA
2013090900 - 2668,24,58,408,0,1,0,14,3,2,fourth_down,1,16,0,NA
2013090900 - 2679,25,89,222,0,1,0,-14,0,2,touchdown,NA,NA,0,NA
2013090900 - 2679,25,89,222,0,1,0,-14,0,2,end_of_half,NA,NA,0,NA
2013090901 - 2695,1,85,1795,1,0,0,0,3,3,turnover,NA,NA,0,NA
2013090901 - 2696,2,14,1790,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013090901 - 2699,3,60,1776,1,0,0,-7,3,3,fourth_down,0,6,0,NA
2013090901 - 2704,4,94,1696,1,0,0,7,3,3,fourth_down,1,19,0,NA
2013090901 - 2712,5,71,1442,1,0,0,-7,3,3,touchdown,NA,NA,0,NA
2013090901 - 2724,6,80,1091,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013090901 - 2740,7,84,737,1,0,0,-7,3,3,fourth_down,5,57,0,NA
2013090901 - 2747,8,73,511,1,0,0,7,3,3,fourth_down,0,2,0,NA
2013090901 - 2751,9,72,399,1,0,0,-7,3,3,fourth_down,3,39,1,-51
2013090901 - 2751,9,72,399,1,0,0,-7,3,3,touchdown,NA,NA,0,NA
2013090901 - 2782,11,80,1800,0,1,0,14,3,3,touchdown,NA,NA,0,NA
2013090901 - 2793,12,70,1535,0,1,0,-21,3,2,touchdown,NA,NA,0,NA
2013090901 - 2807,13,62,1185,0,1,0,14,2,3,fourth_down,0,1,0,NA
2013090901 - 2811,14,75,1110,0,1,0,-14,3,2,touchdown,NA,NA,0,NA
2013090901 - 2826,15,80,884,0,1,0,7,2,2,fourth_down,0,1,0,NA
2013090901 - 2830,16,73,784,0,1,0,-7,2,2,fourth_down,0,7,0,NA
2013090901 - 2839,17,87,578,0,1,0,7,2,2,defensive_touchdown,NA,NA,0,NA
2013090901 - 2841,18,80,570,0,1,0,1,2,2,fourth_down,0,0,0,NA
2013090901 - 2845,19,72,539,0,1,0,-1,2,2,fourth_down,2,27,0,NA
2013090901 - 2853,20,84,337,0,1,0,1,2,1,fourth_down,0,8,0,NA
2013090901 - 2857,21,61,233,0,1,0,-1,1,2,fourth_down,3,38,1,41
2013091200 - 2871,1,81,1795,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013091200 - 2880,2,80,1674,1,0,0,-7,3,3,fourth_down,0,5,0,NA
2013091200 - 2884,3,76,1616,1,0,0,7,3,3,fourth_down,0,8,0,NA
2013091200 - 2888,4,81,1534,1,0,0,-7,3,3,turnover,NA,NA,0,NA
2013091200 - 2889,5,8,1517,1,0,0,7,3,3,fourth_down,0,5,1,21
2013091200 - 2894,6,80,1457,1,0,0,-10,3,3,fourth_down,6,61,1,37
2013091200 - 2907,7,80,1141,1,0,0,7,3,3,fourth_down,2,20,0,NA
2013091200 - 2913,8,80,1009,1,0,0,-7,3,3,fourth_down,0,9,0,NA
2013091200 - 2918,9,61,890,1,0,0,7,3,2,fourth_down,0,-5,0,NA
2013091200 - 2924,10,78,806,1,0,0,-7,2,3,fourth_down,3,37,0,NA
2013091200 - 2935,11,80,487,1,0,0,7,3,2,fourth_down,0,-4,0,NA
2013091200 - 2939,12,66,438,1,0,0,-7,2,3,fourth_down,-1,-11,0,NA
2013091200 - 2944,13,55,392,1,0,0,7,3,2,fourth_down,4,43,1,30
2013091200 - 2950,14,65,305,1,0,0,10,2,2,fourth_down,-2,-21,0,NA
2013091200 - 2955,15,71,192,1,0,0,10,2,2,fourth_down,0,9,0,NA
2013091200 - 2960,16,94,116,1,0,1,-10,1,2,fourth_down,0,-2,0,NA
2013091200 - 2965,17,40,53,1,0,1,10,1,1,fourth_down,1,15,1,-43
2013091200 - 2973,18,80,1800,0,1,0,-10,3,3,fourth_down,4,40,0,NA
2013091200 - 2981,19,96,1601,0,1,0,10,3,2,fourth_down,0,3,0,NA
2013091200 - 2985,20,58,1505,0,1,0,-10,2,3,touchdown,NA,NA,0,NA
2013091200 - 2996,21,80,1205,0,1,0,3,3,2,fourth_down,1,13,0,NA
2013091200 - 3003,22,84,1051,0,1,0,-3,2,3,fourth_down,0,-1,0,NA
2013091200 - 3007,23,53,958,0,1,0,3,3,2,fourth_down,0,6,0,NA
2013091200 - 3012,24,85,886,0,1,0,-3,2,3,turnover,NA,NA,0,NA
2013091200 - 3021,25,89,673,0,1,0,3,3,1,fourth_down,2,22,0,NA
2013091200 - 3028,26,78,509,0,1,0,-3,1,3,fourth_down,0,0,0,NA
2013091200 - 3033,27,48,447,0,1,0,3,3,1,fourth_down,0,5,0,NA
2013091200 - 3037,28,80,367,0,1,0,-3,1,3,turnover,NA,NA,0,NA
2013091200 - 3042,29,69,263,0,1,0,3,3,1,fourth_down,1,14,0,NA
2013091200 - 3052,30,71,56,0,1,1,-3,0,2,turnover,NA,NA,0,NA
2013091200 - 3054,31,8,38,0,1,1,3,2,0,end_of_half,NA,NA,0,NA
2013091500 - 3057,1,80,1800,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013091500 - 3071,2,92,1409,1,0,0,-7,3,3,fourth_down,0,7,0,NA
2013091500 - 3075,3,78,1286,1,0,0,7,3,3,fourth_down,1,19,0,NA
2013091500 - 3081,4,91,1151,1,0,0,-7,3,3,fourth_down,1,18,0,NA
2013091500 - 3087,5,84,1018,1,0,0,7,3,3,touchdown,NA,NA,0,NA
2013091500 - 3092,6,80,979,1,0,0,-14,3,3,defensive_touchdown,NA,NA,0,NA
2013091500 - 3103,7,80,685,1,0,0,-20,3,3,fourth_down,6,69,1,29
2013091500 - 3115,8,80,389,1,0,0,17,3,3,fourth_down,0,9,0,NA
2013091500 - 3119,9,89,293,1,0,0,-17,3,3,fourth_down,1,15,0,NA
2013091500 - 3125,10,66,184,1,0,0,17,3,3,fourth_down,4,46,1,38
2013091500 - 3143,12,80,1800,0,1,0,-20,3,3,fourth_down,0,5,0,NA
2013091500 - 3147,13,73,1721,0,1,0,20,3,3,fourth_down,0,-7,0,NA
2013091500 - 3151,14,87,1599,0,1,0,-20,3,3,fourth_down,2,24,0,NA
2013091500 - 3157,15,76,1489,0,1,0,20,3,3,fourth_down,2,23,0,NA
2013091500 - 3163,16,95,1326,0,1,0,-20,3,3,fourth_down,0,5,0,NA
2013091500 - 3167,17,67,1237,0,1,0,20,3,3,fourth_down,0,-8,0,NA
2013091500 - 3172,18,74,1100,0,1,0,-20,3,3,touchdown,NA,NA,0,NA
2013091500 - 3180,19,87,984,0,1,0,13,3,3,fourth_down,0,-1,0,NA
2013091500 - 3185,20,75,900,0,1,0,-13,3,3,touchdown,NA,NA,0,NA
2013091500 - 3196,21,80,717,0,1,0,6,3,2,touchdown,NA,NA,0,NA
2013091500 - 3208,22,80,372,0,1,0,-13,2,3,touchdown,NA,NA,0,NA
2013091500 - 3230,23,80,129,0,1,0,6,1,2,end_of_half,NA,NA,0,NA
2013091508 - 3241,1,75,1795,1,0,0,0,3,3,fourth_down,2,27,0,NA
2013091508 - 3250,2,90,1611,1,0,0,0,3,3,fourth_down,5,59,1,49
2013091508 - 3259,3,77,1340,1,0,0,-3,3,3,fourth_down,7,70,1,25
2013091508 - 3266,4,93,1223,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013091508 - 3279,5,78,823,1,0,0,-7,2,3,fourth_down,0,9,0,NA
2013091508 - 3286,6,79,698,1,0,0,7,3,2,fourth_down,5,53,1,44
2013091508 - 3295,7,75,475,1,0,0,-10,2,3,touchdown,NA,NA,0,NA
2013091508 - 3301,8,80,401,1,0,0,3,3,2,turnover,NA,NA,0,NA
2013091508 - 3309,9,98,141,1,0,0,-3,2,3,fourth_down,0,4,0,NA
2013091508 - 3313,10,49,73,1,0,1,3,3,2,turnover,NA,NA,0,NA
2013091508 - 3316,11,86,52,1,0,1,-3,2,3,fourth_down,5,58,1,-46
2013091508 - 3326,12,80,1800,0,1,0,3,3,3,touchdown,NA,NA,0,NA
2013091508 - 3340,13,79,1499,0,1,0,-10,3,2,fourth_down,4,49,1,48
2013091508 - 3350,14,80,1305,0,1,0,7,2,3,fourth_down,0,5,0,NA
2013091508 - 3354,15,65,1208,0,1,0,-7,3,2,touchdown,NA,NA,0,NA
2013091508 - 3358,16,88,1176,0,1,0,0,2,3,fourth_down,7,73,1,33
2013091508 - 3379,17,76,642,0,1,0,-3,3,2,touchdown,NA,NA,0,NA
2013091508 - 3392,18,39,413,0,1,0,-4,2,3,touchdown,NA,NA,0,NA
2013091508 - 3401,19,71,185,0,1,0,-3,3,2,fourth_down,5,57,1,32
2013091508 - 3412,20,79,105,0,1,1,0,2,3,fourth_down,5,51,1,46
2013091507 - 3427,1,77,1795,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013091507 - 3444,2,80,1393,1,0,0,-7,3,2,fourth_down,4,47,1,51
2013091507 - 3452,3,80,1201,1,0,0,4,2,2,fourth_down,0,9,0,NA
2013091507 - 3456,4,55,1136,1,0,0,-4,2,2,touchdown,NA,NA,0,NA
2013091507 - 3464,5,80,936,1,0,0,-3,2,2,fourth_down,2,27,0,NA
2013091507 - 3469,6,95,851,1,0,0,3,2,2,fourth_down,0,1,0,NA
2013091507 - 3473,7,48,786,1,0,0,-3,2,2,fourth_down,0,-3,0,NA
2013091507 - 3477,8,90,696,1,0,0,3,2,2,fourth_down,0,7,0,NA
2013091507 - 3482,9,55,536,1,0,0,-3,2,2,fourth_down,0,7,0,NA
2013091507 - 3489,10,90,369,1,0,0,3,2,1,fourth_down,3,39,0,NA
2013091507 - 3500,11,85,107,1,0,1,-3,1,2,fourth_down,4,46,1,-57
2013091507 - 3500,11,85,107,1,0,1,-3,1,2,end_of_half,NA,NA,0,NA
2013091507 - 3500,11,85,107,1,0,1,-3,1,2,end_of_half,NA,NA,0,NA
2013091507 - 3517,12,80,1800,0,1,0,3,3,3,fourth_down,6,68,1,30
2013091507 - 3532,13,80,1314,0,1,0,-6,3,3,touchdown,NA,NA,0,NA
2013091507 - 3545,14,68,1067,0,1,0,-1,3,2,turnover,NA,NA,0,NA
2013091507 - 3549,15,31,938,0,1,0,1,2,3,fourth_down,0,9,1,40
2013091507 - 3555,16,80,846,0,1,0,-4,3,2,turnover,NA,NA,0,NA
2013091507 - 3560,17,35,665,0,1,0,4,2,3,fourth_down,0,-5,0,NA
2013091507 - 3565,18,84,552,0,1,0,-4,3,2,fourth_down,0,5,0,NA
2013091507 - 3570,19,64,521,0,1,0,4,2,3,fourth_down,2,29,1,53
2013091507 - 3589,20,84,228,0,1,0,1,1,3,fourth_down,3,38,0,NA
2013091507 - 3606,21,96,16,0,1,1,-1,0,1,end_of_half,NA,NA,0,NA
2013091506 - 3609,1,80,1800,1,0,0,0,3,3,fourth_down,4,46,1,-52
2013091506 - 3609,1,80,1800,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013091506 - 3625,2,81,1478,1,0,0,-7,3,3,fourth_down,6,69,1,30
2013091506 - 3638,3,80,1147,1,0,0,4,3,3,touchdown,NA,NA,0,NA
2013091506 - 3643,4,80,1074,1,0,0,-11,3,3,touchdown,NA,NA,0,NA
2013091506 - 3655,5,80,781,1,0,0,4,3,3,fourth_down,2,22,0,NA
2013091506 - 3662,6,67,648,1,0,0,-4,3,3,fourth_down,1,15,0,NA
2013091506 - 3673,7,82,369,1,0,0,-4,3,3,fourth_down,3,35,0,NA
2013091506 - 3679,8,80,249,1,0,0,4,3,3,fourth_down,0,9,0,NA
2013091506 - 3683,9,78,162,1,0,0,-4,3,3,touchdown,NA,NA,0,NA
2013091506 - 3695,10,80,86,1,0,1,-3,1,2,fourth_down,4,44,1,54
2013091506 - 3705,11,70,1795,0,1,0,0,3,3,turnover,NA,NA,0,NA
2013091506 - 3709,12,39,1737,0,1,0,0,2,3,fourth_down,1,19,1,38
2013091506 - 3717,13,70,1588,0,1,0,-3,3,2,fourth_down,0,7,0,NA
2013091506 - 3722,14,91,1439,0,1,0,3,2,3,fourth_down,0,9,0,NA
2013091506 - 3726,15,69,1327,0,1,0,-3,3,2,touchdown,NA,NA,0,NA
2013091506 - 3734,16,80,1180,0,1,0,-4,2,3,fourth_down,1,15,0,NA
2013091506 - 3740,17,83,1052,0,1,0,4,3,2,fourth_down,4,44,0,NA
2013091506 - 3751,18,61,705,0,1,0,-4,2,3,turnover,NA,NA,0,NA
2013091506 - 3758,19,80,500,0,1,0,4,3,2,fourth_down,2,28,0,NA
2013091506 - 3768,20,86,237,0,1,0,-4,2,3,fourth_down,6,63,0,NA
2013091506 - 3781,21,72,87,0,1,1,4,1,2,end_of_half,NA,NA,0,NA
2013091505 - 3789,1,80,1800,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013091505 - 3796,2,80,1650,1,0,0,-7,3,3,touchdown,NA,NA,0,NA
2013091505 - 3812,3,59,1201,1,0,0,0,3,3,fourth_down,2,27,1,-50
2013091505 - 3812,3,59,1201,1,0,0,0,3,3,fourth_down,2,20,0,NA
2013091505 - 3825,4,60,896,1,0,0,0,3,3,fourth_down,0,7,0,NA
2013091505 - 3829,5,93,808,1,0,0,0,3,3,fourth_down,0,-1,0,NA
2013091505 - 3833,6,52,716,1,0,0,0,3,3,fourth_down,2,21,1,-50
2013091505 - 3833,6,52,716,1,0,0,0,3,3,fourth_down,2,22,1,-48
2013091505 - 3833,6,52,716,1,0,0,0,3,3,fourth_down,1,10,0,NA
2013091505 - 3859,7,80,134,1,0,0,0,2,2,fourth_down,-1,-15,0,NA
2013091505 - 3866,8,50,95,1,0,1,0,0,2,turnover,NA,NA,0,NA
2013091505 - 3867,9,23,85,1,0,1,0,2,0,fourth_down,0,-6,1,47
2013091505 - 3874,10,80,1800,0,1,0,3,3,3,fourth_down,0,8,0,NA
2013091505 - 3878,11,67,1676,0,1,0,-3,3,3,fourth_down,0,3,0,NA
2013091505 - 3882,12,93,1574,0,1,0,3,3,3,fourth_down,0,0,0,NA
2013091505 - 3886,13,55,1486,0,1,0,-3,3,3,touchdown,NA,NA,0,NA
2013091505 - 3893,14,80,1366,0,1,0,-4,3,3,fourth_down,0,-5,0,NA
2013091505 - 3897,15,61,1276,0,1,0,4,3,3,fourth_down,0,5,0,NA
2013091505 - 3902,16,81,1168,0,1,0,-4,3,3,fourth_down,0,7,0,NA
2013091505 - 3906,17,90,1116,0,1,0,4,3,3,fourth_down,3,31,0,NA
2013091505 - 3913,18,88,908,0,1,0,-4,3,3,safety,NA,NA,0,NA
2013091505 - 3919,19,56,800,0,1,0,6,3,3,fourth_down,1,16,0,NA
2013091505 - 3924,20,99,645,0,1,0,-6,3,3,touchdown,NA,NA,0,NA
2013091505 - 3936,21,79,374,0,1,0,-1,3,3,defensive_touchdown,NA,NA,0,NA
2013091505 - 3940,22,80,299,0,1,0,-7,3,3,fourth_down,-1,-11,0,NA
2013091505 - 3944,23,61,248,0,1,0,7,3,3,fourth_down,0,2,0,NA
2013091505 - 3949,24,87,187,0,1,0,-7,2,3,touchdown,NA,NA,0,NA
2013091505 - 3959,25,80,113,0,1,1,-1,3,2,fourth_down,0,9,0,NA
2013091505 - 3963,26,78,57,0,1,1,1,2,3,end_of_half,NA,NA,0,NA
2013091505 - 3963,0,78,57,0,1,1,1,2,3,end_of_half,NA,NA,0,NA
2013091505 - 3976,1,78,894,0,0,0,1,2,2,touchdown,NA,NA,0,NA
2013091504 - 3990,1,80,1800,1,0,0,0,3,3,fourth_down,7,70,1,28
2013091504 - 4007,2,80,1382,1,0,0,-3,3,3,fourth_down,2,20,0,NA
2013091504 - 4012,3,65,1266,1,0,0,3,3,3,fourth_down,0,3,0,NA
2013091504 - 4017,4,93,1143,1,0,0,-3,3,3,fourth_down,0,3,0,NA
2013091504 - 4021,5,42,1088,1,0,0,3,3,3,touchdown,NA,NA,0,NA
2013091504 - 4027,6,80,1047,1,0,0,-10,3,3,fourth_down,4,47,0,NA
2013091504 - 4033,7,75,893,1,0,0,10,3,3,touchdown,NA,NA,0,NA
2013091504 - 4044,8,80,700,1,0,0,-17,3,3,fourth_down,2,22,0,NA
2013091504 - 4049,9,90,604,1,0,0,17,3,3,touchdown,NA,NA,0,NA
2013091504 - 4057,10,93,421,1,0,0,-24,3,3,fourth_down,6,64,0,NA
2013091504 - 4065,11,74,176,1,0,0,24,3,3,turnover,NA,NA,0,NA
2013091504 - 4077,12,80,9,1,0,1,-24,3,1,end_of_half,NA,NA,0,NA
2013091504 - 4080,13,63,1795,0,1,0,-24,3,3,fourth_down,0,8,0,NA
2013091504 - 4084,14,75,1704,0,1,0,24,3,3,fourth_down,-1,-12,0,NA
2013091504 - 4088,15,54,1645,0,1,0,-24,3,3,fourth_down,2,22,1,-50
2013091504 - 4088,15,54,1645,0,1,0,-24,3,3,touchdown,NA,NA,0,NA
2013091504 - 4101,16,83,1388,0,1,0,-31,3,3,touchdown,NA,NA,0,NA
2013091504 - 4112,17,80,1155,0,1,0,24,2,3,touchdown,NA,NA,0,NA
2013091504 - 4118,18,80,1061,0,1,0,-31,3,2,touchdown,NA,NA,0,NA
2013091504 - 4134,19,83,655,0,1,0,24,2,3,fourth_down,0,5,0,NA
2013091504 - 4139,20,45,554,0,1,0,-24,3,1,touchdown,NA,NA,0,NA
2013091504 - 4147,21,87,451,0,1,0,18,1,3,end_of_half,NA,NA,0,NA
2013091501 - 4166,1,80,1800,1,0,0,0,3,3,fourth_down,4,48,1,-50
2013091501 - 4166,1,80,1800,1,0,0,0,3,3,fourth_down,7,77,1,21
2013091501 - 4185,2,80,1420,1,0,0,-3,3,2,fourth_down,1,17,0,NA
2013091501 - 4191,3,67,1279,1,0,0,3,2,3,fourth_down,1,14,0,NA
2013091501 - 4198,4,86,1087,1,0,0,-3,3,2,fourth_down,2,23,0,NA
2013091501 - 4203,5,96,999,1,0,0,3,2,3,fourth_down,2,25,0,NA
2013091501 - 4211,6,56,800,1,0,0,-3,3,2,fourth_down,0,4,0,NA
2013091501 - 4215,7,93,701,1,0,0,3,2,3,fourth_down,4,43,0,NA
2013091501 - 4226,8,79,320,1,0,0,-3,3,2,fourth_down,0,7,0,NA
2013091501 - 4230,9,68,199,1,0,0,3,2,3,fourth_down,0,-3,0,NA
2013091501 - 4235,10,65,70,1,0,1,-3,3,2,fourth_down,3,39,1,-44
2013091501 - 4235,10,65,70,1,0,1,-3,3,2,fourth_down,3,32,1,51
2013091501 - 4251,11,80,2,1,0,1,-6,0,1,end_of_half,NA,NA,0,NA
2013091501 - 4254,12,82,1796,0,1,0,6,3,3,fourth_down,2,29,0,NA
2013091501 - 4263,13,80,1563,0,1,0,-6,3,3,touchdown,NA,NA,0,NA
2013091501 - 4277,14,79,1208,0,1,0,-1,3,3,fourth_down,1,12,0,NA
2013091501 - 4285,15,72,1036,0,1,0,1,3,3,turnover,NA,NA,0,NA
2013091501 - 4288,16,45,961,0,1,0,-1,3,3,fourth_down,0,6,0,NA
2013091501 - 4293,17,64,884,0,1,0,1,3,2,fourth_down,-1,-11,0,NA
2013091501 - 4298,18,67,798,0,1,0,-1,2,3,fourth_down,-1,-10,0,NA
2013091501 - 4303,19,42,737,0,1,0,1,2,2,touchdown,NA,NA,0,NA
2013091501 - 4313,20,80,537,0,1,0,-8,2,2,fourth_down,2,29,0,NA
2013091501 - 4320,21,80,434,0,1,0,8,2,2,fourth_down,3,30,0,NA
2013091501 - 4331,22,99,214,0,1,0,-8,0,1,fourth_down,2,21,0,NA
2013091501 - 4336,23,28,181,0,1,0,8,1,0,end_of_half,NA,NA,0,NA
2013091501 - 4336,0,28,181,0,1,0,8,1,0,end_of_half,NA,NA,0,NA
2013091502 - 4345,1,72,1794,1,0,0,0,3,3,turnover,NA,NA,0,NA
2013091502 - 4352,2,81,1618,1,0,0,0,3,3,fourth_down,5,57,1,-42
2013091502 - 4352,2,81,1618,1,0,0,0,3,3,fourth_down,2,28,0,NA
2013091502 - 4369,3,93,1178,1,0,0,0,3,3,fourth_down,2,27,0,NA
2013091502 - 4375,4,77,1054,1,0,0,0,3,3,fourth_down,1,15,0,NA
2013091502 - 4382,5,80,885,1,0,0,0,3,3,fourth_down,4,43,1,55
2013091502 - 4394,6,72,635,1,0,0,-3,3,3,fourth_down,0,6,0,NA
2013091502 - 4399,7,74,570,1,0,0,3,3,3,fourth_down,0,-2,0,NA
2013091502 - 4404,8,60,451,1,0,0,-3,3,3,fourth_down,0,4,0,NA
2013091502 - 4412,9,83,315,1,0,0,3,3,1,fourth_down,3,38,0,NA
2013091502 - 4420,10,90,127,1,0,0,-3,1,3,touchdown,NA,NA,0,NA
2013091502 - 4436,12,80,1800,0,1,0,-4,3,3,fourth_down,7,78,1,20
2013091502 - 4451,13,80,1548,0,1,0,1,3,3,touchdown,NA,NA,0,NA
2013091502 - 4463,14,80,1312,0,1,0,-8,3,3,touchdown,NA,NA,0,NA
2013091502 - 4473,15,90,1152,0,1,0,0,3,3,fourth_down,2,23,0,NA
2013091502 - 4481,16,84,1000,0,1,0,0,3,3,turnover,NA,NA,0,NA
2013091502 - 4483,17,16,959,0,1,0,0,3,3,fourth_down,0,7,1,27
2013091502 - 4492,18,80,764,0,1,0,-3,3,2,turnover,NA,NA,0,NA
2013091502 - 4494,19,26,734,0,1,0,3,2,3,fourth_down,1,19,1,25
2013091502 - 4502,20,80,521,0,1,0,-6,3,2,fourth_down,5,50,1,48
2013091502 - 4508,21,80,433,0,1,0,3,2,3,fourth_down,5,59,1,39
2013091502 - 4525,22,80,98,0,1,1,-6,0,2,touchdown,NA,NA,0,NA
2013091502 - 4537,23,60,1,0,1,1,-1,2,0,end_of_half,NA,NA,0,NA
2013091503 - 4543,2,32,1777,1,0,0,-7,3,3,touchdown,NA,NA,0,NA
2013091503 - 4550,3,80,1632,1,0,0,0,3,3,fourth_down,1,19,0,NA
2013091503 - 4557,4,93,1509,1,0,0,0,3,3,fourth_down,2,25,0,NA
2013091503 - 4566,5,80,1213,1,0,0,0,3,3,fourth_down,1,15,0,NA
2013091503 - 4574,6,86,1030,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013091503 - 4579,7,94,959,1,0,0,-7,3,3,fourth_down,2,29,0,NA
2013091503 - 4588,8,80,803,1,0,0,7,3,3,defensive_touchdown,NA,NA,0,NA
2013091503 - 4600,9,23,442,1,0,0,1,3,3,turnover,NA,NA,0,NA
2013091503 - 4605,10,80,268,1,0,0,-1,3,3,defensive_touchdown,NA,NA,0,NA
2013091503 - 4610,11,75,165,1,0,0,-7,3,3,touchdown,NA,NA,0,NA
2013091503 - 4620,12,80,71,1,0,1,0,2,3,fourth_down,7,78,1,20
2013091503 - 4633,13,80,1796,0,1,0,3,3,3,fourth_down,2,20,0,NA
2013091503 - 4638,14,66,1650,0,1,0,-3,3,3,turnover,NA,NA,0,NA
2013091503 - 4643,15,47,1515,0,1,0,3,3,3,fourth_down,0,1,0,NA
2013091503 - 4647,16,91,1397,0,1,0,-3,3,3,fourth_down,8,81,1,28
2013091503 - 4661,17,73,1046,0,1,0,0,3,3,turnover,NA,NA,0,NA
2013091503 - 4668,18,88,894,0,1,0,0,3,3,fourth_down,7,79,1,28
2013091503 - 4683,19,65,478,0,1,0,-3,3,3,turnover,NA,NA,0,NA
2013091503 - 4686,20,47,388,0,1,0,3,3,3,fourth_down,4,43,1,22
2013091503 - 4697,21,66,188,0,1,0,-6,1,3,touchdown,NA,NA,0,NA
2013091503 - 4711,22,30,3,0,1,1,1,1,3,end_of_half,NA,NA,0,NA
2013091510 - 4714,1,80,1800,1,0,0,0,3,3,fourth_down,5,54,1,44
2013091510 - 4726,2,80,1530,1,0,0,-3,3,3,fourth_down,1,16,0,NA
2013091510 - 4731,3,77,1391,1,0,0,3,3,3,turnover,NA,NA,0,NA
2013091510 - 4732,4,35,1383,1,0,0,-3,3,3,touchdown,NA,NA,0,NA
