game_id,drive_number,field_pos,time_remaining,is_half_one,is_half_two,UTM,score_differential,pos_team TOL,def_time TOL,result,yds_gained / 10,actual_yds_gained,field_goal_attempt,field_goal_distance
2012092700 - 8631,10,83,597,1,0,0,-9,3,3,fourth_down,0,-3,0,NA
2012092700 - 8635,11,56,517,1,0,0,9,3,3,fourth_down,0,0,0,NA
2012092700 - 8639,12,94,444,1,0,0,-9,3,3,touchdown,NA,NA,0,NA
2012092700 - 8652,13,81,146,1,0,0,2,3,3,fourth_down,2,27,0,NA
2012092700 - 8662,14,80,63,1,0,1,-2,2,3,fourth_down,0,3,0,NA
2012092700 - 8668,15,55,40,1,0,1,2,2,1,fourth_down,0,-9,0,NA
2012092700 - 8674,17,89,1796,0,1,0,2,3,3,touchdown,NA,NA,0,NA
2012092700 - 8690,18,86,1489,0,1,0,-9,3,3,fourth_down,5,53,1,51
2012092700 - 8699,19,80,1312,0,1,0,6,3,3,fourth_down,5,51,1,-47
2012092700 - 8699,19,80,1312,0,1,0,6,3,3,defensive_touchdown,NA,NA,0,NA
2012092700 - 8717,20,80,915,0,1,0,-12,3,3,fourth_down,4,48,1,50
2012092700 - 8727,21,77,725,0,1,0,9,3,3,fourth_down,2,25,0,NA
2012092700 - 8733,22,69,601,0,1,0,-9,3,3,fourth_down,0,5,0,NA
2012092700 - 8737,23,84,550,0,1,0,9,3,3,fourth_down,1,15,0,NA
2012092700 - 8743,24,46,368,0,1,0,-9,3,3,fourth_down,1,12,1,52
2012092700 - 8749,25,80,273,0,1,0,6,3,3,fourth_down,4,44,0,NA
2012092700 - 8764,26,90,65,0,1,1,-6,0,2,fourth_down,5,57,0,NA
2012092700 - 8773,27,33,2,0,1,1,-6,0,0,end_of_half,NA,NA,0,NA
2012093000 - 8777,1,80,1800,1,0,0,0,3,3,fourth_down,3,39,0,NA
2012093000 - 8786,2,90,1496,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2012093000 - 8795,3,80,1309,1,0,0,-7,3,3,turnover,NA,NA,0,NA
2012093000 - 8801,4,49,1146,1,0,0,7,3,3,fourth_down,0,8,0,NA
2012093000 - 8805,5,94,1098,1,0,0,-7,3,3,fourth_down,2,25,0,NA
2012093000 - 8810,6,71,942,1,0,0,7,3,3,fourth_down,2,20,0,NA
2012093000 - 8818,7,98,821,1,0,0,-7,3,3,turnover,NA,NA,0,NA
2012093000 - 8821,8,42,776,1,0,0,7,2,3,fourth_down,1,11,1,-49
2012093000 - 8821,8,42,776,1,0,0,7,2,3,fourth_down,0,-9,0,NA
2012093000 - 8831,9,91,600,1,0,0,7,2,3,turnover,NA,NA,0,NA
2012093000 - 8832,10,24,591,1,0,0,-7,3,2,touchdown,NA,NA,0,NA
2012093000 - 8835,11,81,578,1,0,0,0,2,3,fourth_down,5,57,1,-42
2012093000 - 8835,11,81,578,1,0,0,0,2,3,touchdown,NA,NA,0,NA
2012093000 - 8854,12,80,210,1,0,0,-7,1,3,turnover,NA,NA,0,NA
2012093000 - 8857,13,21,135,1,0,0,7,3,1,turnover,NA,NA,0,NA
2012093000 - 8863,14,96,71,1,0,1,-7,1,3,end_of_half,NA,NA,0,NA
2012093000 - 8868,15,80,1800,0,1,0,-7,3,3,fourth_down,2,28,0,NA
2012093000 - 8873,16,83,1725,0,1,0,7,3,3,touchdown,NA,NA,0,NA
2012093000 - 8881,17,80,1568,0,1,0,-14,3,3,touchdown,NA,NA,0,NA
2012093000 - 8891,18,80,1390,0,1,0,7,3,3,fourth_down,0,1,0,NA
2012093000 - 8895,19,85,1332,0,1,0,-7,3,3,touchdown,NA,NA,0,NA
2012093000 - 8905,20,80,1133,0,1,0,0,3,3,fourth_down,1,15,0,NA
2012093000 - 8910,21,63,1016,0,1,0,0,3,3,touchdown,NA,NA,0,NA
2012093000 - 8919,22,79,889,0,1,0,-7,3,3,turnover,NA,NA,0,NA
2012093000 - 8922,23,42,806,0,1,0,7,3,3,touchdown,NA,NA,0,NA
2012093000 - 8930,24,80,702,0,1,0,-14,3,3,turnover,NA,NA,0,NA
2012093000 - 8934,25,12,679,0,1,0,14,3,3,touchdown,NA,NA,0,NA
2012093000 - 8938,26,65,629,0,1,0,21,3,2,touchdown,NA,NA,0,NA
2012093000 - 8953,27,48,391,0,1,0,14,3,1,touchdown,NA,NA,0,NA
2012093000 - 8962,28,80,242,0,1,0,-21,0,3,turnover,NA,NA,0,NA
2012093000 - 8963,29,19,234,0,1,0,21,3,0,fourth_down,0,7,1,30
2012093000 - 8969,30,80,116,0,1,1,-24,0,3,end_of_half,NA,NA,0,NA
2012093006 - 8976,1,80,1796,1,0,0,0,3,3,fourth_down,3,35,0,NA
2012093006 - 8990,2,92,1429,1,0,0,0,3,3,fourth_down,4,47,0,NA
2012093006 - 8999,3,97,1182,1,0,0,0,3,3,fourth_down,0,6,0,NA
2012093006 - 9003,4,68,1084,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2012093006 - 9014,5,80,817,1,0,0,-7,3,3,turnover,NA,NA,0,NA
2012093006 - 9020,6,47,639,1,0,0,7,3,3,fourth_down,1,10,1,-55
2012093006 - 9020,6,47,639,1,0,0,7,3,3,fourth_down,0,-5,0,NA
2012093006 - 9032,7,89,336,1,0,0,7,2,2,fourth_down,0,2,0,NA
2012093006 - 9039,8,47,169,1,0,0,-7,1,2,turnover,NA,NA,0,NA
2012093006 - 9045,9,74,71,1,0,1,7,2,1,fourth_down,5,56,1,36
2012093006 - 9055,10,79,1795,0,1,0,-10,3,3,turnover,NA,NA,0,NA
2012093006 - 9059,11,41,1699,0,1,0,10,3,3,fourth_down,1,19,1,-40
2012093006 - 9059,11,41,1699,0,1,0,10,3,3,fourth_down,-2,-26,0,NA
2012093006 - 9068,12,60,1511,0,1,0,10,3,3,fourth_down,1,11,0,NA
2012093006 - 9075,13,98,1333,0,1,0,-10,3,3,fourth_down,0,2,0,NA
2012093006 - 9079,14,48,1275,0,1,0,10,3,3,touchdown,NA,NA,0,NA
2012093006 - 9087,15,64,1062,0,1,0,-17,3,3,defensive_touchdown,NA,NA,0,NA
2012093006 - 9096,16,80,886,0,1,0,-23,3,3,fourth_down,0,5,0,NA
2012093006 - 9100,17,68,801,0,1,0,23,3,3,fourth_down,4,46,1,40
2012093006 - 9112,18,80,503,0,1,0,-26,3,2,fourth_down,0,5,0,NA
2012093006 - 9117,19,4,455,0,1,0,26,2,3,touchdown,NA,NA,0,NA
2012093006 - 9123,20,80,363,0,1,0,-33,3,2,fourth_down,0,8,0,NA
2012093006 - 9127,21,49,268,0,1,0,33,2,3,end_of_half,NA,NA,0,NA
2012093005 - 9137,1,80,1800,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2012093005 - 9147,2,80,1545,1,0,0,-7,3,3,fourth_down,4,40,1,58
2012093005 - 9159,3,80,1199,1,0,0,4,3,3,turnover,NA,NA,0,NA
2012093005 - 9171,4,73,846,1,0,0,4,3,3,fourth_down,0,8,0,NA
2012093005 - 9175,5,79,760,1,0,0,-4,3,3,fourth_down,0,8,0,NA
2012093005 - 9179,6,79,673,1,0,0,4,3,3,turnover,NA,NA,0,NA
2012093005 - 9186,7,52,443,1,0,0,-4,3,3,touchdown,NA,NA,0,NA
2012093005 - 9204,8,80,71,1,0,1,-3,3,2,fourth_down,0,-5,0,NA
2012093005 - 9210,9,46,34,1,0,1,3,1,3,fourth_down,1,16,1,48
2012093005 - 9216,10,48,1798,0,1,0,6,3,3,fourth_down,0,6,1,60
2012093005 - 9221,11,36,1715,0,1,0,-9,3,3,turnover,NA,NA,0,NA
2012093005 - 9223,12,47,1663,0,1,0,9,3,3,fourth_down,0,0,0,NA
2012093005 - 9228,13,87,1585,0,1,0,-9,3,3,fourth_down,7,75,1,31
2012093005 - 9243,14,95,1144,0,1,0,6,3,3,fourth_down,0,6,0,NA
2012093005 - 9248,15,55,1008,0,1,0,-6,3,3,fourth_down,4,43,1,30
2012093005 - 9258,16,80,783,0,1,0,3,3,3,fourth_down,7,74,1,24
2012093005 - 9274,17,80,367,0,1,0,-6,3,3,fourth_down,0,-7,0,NA
2012093005 - 9280,18,54,215,0,1,0,6,3,3,fourth_down,0,7,0,NA
2012093005 - 9287,19,80,189,0,1,0,-6,0,3,turnover,NA,NA,0,NA
2012093005 - 9297,20,75,60,0,1,1,6,3,0,end_of_half,NA,NA,0,NA
2012093004 - 9301,1,80,1800,1,0,0,0,3,3,fourth_down,-1,-11,0,NA
2012093004 - 9305,2,53,1754,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2012093004 - 9312,3,76,1599,1,0,0,-7,3,3,turnover,NA,NA,0,NA
2012093004 - 9329,4,79,1104,1,0,0,7,3,3,fourth_down,1,12,0,NA
2012093004 - 9334,5,77,1016,1,0,0,-7,3,3,touchdown,NA,NA,0,NA
2012093004 - 9339,6,80,926,1,0,0,0,3,3,turnover,NA,NA,0,NA
2012093004 - 9340,7,30,916,1,0,0,0,3,3,fourth_down,0,7,1,41
2012093004 - 9347,8,79,787,1,0,0,-3,3,3,touchdown,NA,NA,0,NA
2012093004 - 9356,9,80,524,1,0,0,-4,3,3,fourth_down,0,7,0,NA
2012093004 - 9360,10,81,433,1,0,0,4,3,3,fourth_down,0,5,0,NA
2012093004 - 9364,11,51,329,1,0,0,-4,3,3,touchdown,NA,NA,0,NA
2012093004 - 9385,13,80,1800,0,1,0,-3,3,3,fourth_down,1,11,0,NA
2012093004 - 9392,14,72,1614,0,1,0,3,3,3,touchdown,NA,NA,0,NA
2012093004 - 9397,15,77,1511,0,1,0,-10,3,3,touchdown,NA,NA,0,NA
2012093004 - 9412,16,80,1096,0,1,0,3,3,3,fourth_down,0,8,0,NA
2012093004 - 9419,17,67,929,0,1,0,-3,3,3,fourth_down,0,5,0,NA
2012093004 - 9425,18,82,853,0,1,0,3,3,3,fourth_down,4,40,0,NA
2012093004 - 9433,19,88,678,0,1,0,-3,2,3,touchdown,NA,NA,0,NA
2012093004 - 9442,20,80,475,0,1,0,-4,3,1,fourth_down,6,65,1,33
2012093004 - 9452,21,80,297,0,1,0,1,1,3,fourth_down,0,2,0,NA
2012093004 - 9456,22,71,196,0,1,0,-1,3,1,fourth_down,0,-1,0,NA
2012093004 - 9460,23,68,146,0,1,0,1,1,3,fourth_down,1,18,0,NA
2012093004 - 9471,24,99,59,0,1,1,-1,0,1,fourth_down,7,77,1,40
2012093004 - 9479,25,80,5,0,1,1,-2,0,0,end_of_half,NA,NA,0,NA
2012093003 - 9484,2,80,1788,1,0,0,-7,3,3,fourth_down,5,58,1,40
2012093003 - 9490,3,68,1682,1,0,0,4,3,3,fourth_down,2,26,0,NA
2012093003 - 9498,4,81,1449,1,0,0,-4,3,3,fourth_down,3,30,0,NA
2012093003 - 9505,5,91,1209,1,0,0,4,3,3,fourth_down,6,60,1,49
2012093003 - 9515,6,80,976,1,0,0,-7,3,3,fourth_down,2,20,0,NA
2012093003 - 9523,7,91,790,1,0,0,7,3,3,fourth_down,8,82,1,27
2012093003 - 9537,8,80,494,1,0,0,-10,3,3,fourth_down,6,67,1,31
2012093003 - 9555,9,79,106,1,0,1,7,3,2,fourth_down,0,5,0,NA
2012093003 - 9562,10,79,16,1,0,1,-7,1,3,end_of_half,NA,NA,0,NA
2012093003 - 9565,11,80,1800,0,1,0,-7,3,3,fourth_down,1,16,0,NA
2012093003 - 9571,12,80,1689,0,1,0,-13,3,3,fourth_down,4,40,0,NA
2012093003 - 9577,13,90,1533,0,1,0,13,3,3,fourth_down,1,18,0,NA
2012093003 - 9583,14,52,1382,0,1,0,-13,3,3,fourth_down,0,5,0,NA
2012093003 - 9587,15,87,1316,0,1,0,13,3,3,fourth_down,0,7,0,NA
2012093003 - 9591,16,57,1238,0,1,0,-13,3,3,turnover,NA,NA,0,NA
2012093003 - 9595,17,71,1162,0,1,0,13,3,3,fourth_down,4,43,1,-46
2012093003 - 9595,17,71,1162,0,1,0,13,3,3,fourth_down,6,64,0,NA
2012093003 - 9618,18,83,588,0,1,0,13,3,3,fourth_down,1,18,0,NA
2012093003 - 9624,19,75,368,0,1,0,-13,3,3,touchdown,NA,NA,0,NA
2012093003 - 9638,20,80,176,0,1,0,6,3,3,fourth_down,3,31,0,NA
2012093003 - 9648,21,98,102,0,1,1,-6,0,3,fourth_down,4,42,0,NA
2012093002 - 9659,1,76,1796,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2012093002 - 9672,2,78,1496,1,0,0,-7,3,3,turnover,NA,NA,0,NA
2012093002 - 9675,3,28,1419,1,0,0,7,3,3,fourth_down,2,22,1,24
2012093002 - 9682,4,79,1281,1,0,0,-10,3,2,turnover,NA,NA,0,NA
2012093002 - 9684,5,5,1272,1,0,0,10,2,3,touchdown,NA,NA,0,NA
2012093002 - 9688,6,80,1223,1,0,0,-17,3,2,fourth_down,1,14,0,NA
2012093002 - 9695,7,94,1064,1,0,0,17,2,3,fourth_down,4,46,0,NA
2012093002 - 9704,8,79,831,1,0,0,-17,3,2,fourth_down,0,-9,0,NA
2012093002 - 9709,9,71,716,1,0,0,17,1,3,fourth_down,4,42,1,47
2012093002 - 9716,10,80,489,1,0,0,-20,3,1,turnover,NA,NA,0,NA
2012093002 - 9717,11,28,482,1,0,0,20,1,3,turnover,NA,NA,0,NA
2012093002 - 9720,12,85,448,1,0,0,-20,3,1,touchdown,NA,NA,0,NA
2012093002 - 9728,13,82,303,1,0,0,14,1,3,fourth_down,1,16,0,NA
2012093002 - 9733,14,80,184,1,0,0,-14,3,1,defensive_touchdown,NA,NA,0,NA
2012093002 - 9737,15,80,171,1,0,0,-20,3,1,turnover,NA,NA,0,NA
2012093002 - 9749,16,71,33,1,0,1,20,0,2,end_of_half,NA,NA,0,NA
2012093002 - 9752,17,80,1800,0,1,0,-20,3,3,touchdown,NA,NA,0,NA
2012093002 - 9768,18,80,1420,0,1,0,13,3,3,fourth_down,0,1,0,NA
2012093002 - 9772,19,65,1316,0,1,0,-13,3,3,fourth_down,0,3,0,NA
2012093002 - 9776,20,87,1265,0,1,0,13,3,3,fourth_down,-1,-11,0,NA
2012093002 - 9780,21,62,1146,0,1,0,-13,3,3,fourth_down,0,7,0,NA
2012093002 - 9784,22,87,1058,0,1,0,13,3,3,fourth_down,0,9,0,NA
2012093002 - 9788,23,65,918,0,1,0,-13,3,3,turnover,NA,NA,0,NA
2012093002 - 9793,24,49,805,0,1,0,13,3,3,touchdown,NA,NA,0,NA
2012093002 - 9804,25,71,468,0,1,0,-20,3,3,touchdown,NA,NA,0,NA
2012093002 - 9813,26,80,329,0,1,0,13,3,3,fourth_down,5,53,1,45
2012093002 - 9828,27,57,116,0,1,1,-16,0,2,end_of_half,NA,NA,0,NA
2012093001 - 9840,1,77,1794,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2012093001 - 9849,2,82,1595,1,0,0,-7,3,3,fourth_down,1,18,0,NA
2012093001 - 9854,3,77,1496,1,0,0,7,3,3,fourth_down,0,9,0,NA
2012093001 - 9858,4,91,1392,1,0,0,-7,3,3,fourth_down,0,-5,0,NA
2012093001 - 9862,5,47,1276,1,0,0,7,3,3,touchdown,NA,NA,0,NA
2012093001 - 9875,6,83,910,1,0,0,-14,3,2,fourth_down,1,19,0,NA
2012093001 - 9881,7,88,830,1,0,0,14,2,3,fourth_down,0,1,0,NA
2012093001 - 9885,8,78,743,1,0,0,-14,3,2,touchdown,NA,NA,0,NA
2012093001 - 9895,9,77,464,1,0,0,7,2,3,fourth_down,2,29,0,NA
2012093001 - 9903,10,85,204,1,0,0,-7,3,2,fourth_down,0,1,0,NA
2012093001 - 9908,11,55,115,1,0,1,7,1,3,fourth_down,0,9,0,NA
2012093001 - 9913,12,93,21,1,0,1,-7,3,0,end_of_half,NA,NA,0,NA
2012093001 - 9916,13,72,1800,0,1,0,-7,3,3,fourth_down,3,32,0,NA
2012093001 - 9923,14,93,1632,0,1,0,7,3,3,fourth_down,0,7,0,NA
2012093001 - 9928,15,68,1479,0,1,0,-7,3,3,defensive_touchdown,NA,NA,0,NA
2012093001 - 9930,16,80,1461,0,1,0,-13,3,3,fourth_down,0,6,0,NA
2012093001 - 9938,17,75,1224,0,1,0,13,3,3,touchdown,NA,NA,0,NA
2012093001 - 9947,18,74,1058,0,1,0,-20,3,3,fourth_down,1,14,0,NA
2012093001 - 9953,19,75,936,0,1,0,20,3,3,fourth_down,3,39,0,NA
2012093001 - 9966,20,92,560,0,1,0,-20,3,3,turnover,NA,NA,0,NA
2012093001 - 9972,21,17,430,0,1,0,20,3,3,fourth_down,0,3,1,33
2012093001 - 9978,22,80,338,0,1,0,-23,2,3,defensive_touchdown,NA,NA,0,NA
2012093001 - 9984,23,79,229,0,1,0,-29,2,3,touchdown,NA,NA,0,NA
2012093001 - 9998,24,80,57,0,1,1,22,3,1,end_of_half,NA,NA,0,NA
2012093009 - 10002,1,78,1796,1,0,0,0,3,3,fourth_down,0,5,0,NA
2012093009 - 10008,2,80,1689,1,0,0,0,3,3,turnover,NA,NA,0,NA
2012093009 - 10010,3,91,1641,1,0,0,0,3,3,fourth_down,7,74,1,35
2012093009 - 10026,4,77,1265,1,0,0,-3,3,3,touchdown,NA,NA,0,NA
2012093009 - 10041,5,80,813,1,0,0,-4,3,3,fourth_down,0,9,0,NA
2012093009 - 10045,6,87,718,1,0,0,4,3,3,fourth_down,1,14,0,NA
2012093009 - 10050,7,75,599,1,0,0,-4,3,3,touchdown,NA,NA,0,NA
2012093009 - 10061,8,92,370,1,0,0,-3,3,3,fourth_down,1,10,0,NA
2012093009 - 10068,9,60,197,1,0,0,3,3,3,touchdown,NA,NA,0,NA
2012093009 - 10077,10,80,71,1,0,1,-10,3,3,fourth_down,1,19,0,NA
2012093009 - 10084,11,80,4,1,0,1,10,3,2,end_of_half,NA,NA,0,NA
2012093009 - 10087,12,80,1800,0,1,0,10,3,3,turnover,NA,NA,0,NA
2012093009 - 10097,13,80,1559,0,1,0,-10,3,2,fourth_down,7,77,1,21
2012093009 - 10113,14,80,1084,0,1,0,7,2,2,touchdown,NA,NA,0,NA
2012093009 - 10125,15,80,831,0,1,0,-14,2,2,turnover,NA,NA,0,NA
2012093009 - 10126,16,16,819,0,1,0,14,2,2,fourth_down,0,0,1,35
2012093009 - 10131,17,80,758,0,1,0,-17,2,2,fourth_down,0,2,0,NA
2012093009 - 10135,18,46,694,0,1,0,17,2,2,fourth_down,0,6,0,NA
2012093009 - 10139,19,96,595,0,1,0,-17,2,2,fourth_down,2,28,0,NA
2012093009 - 10146,20,76,422,0,1,0,17,2,2,fourth_down,0,6,0,NA
2012093009 - 10150,21,79,287,0,1,0,-17,2,2,fourth_down,0,-4,0,NA
2012093009 - 10154,22,26,223,0,1,0,17,2,2,end_of_half,NA,NA,0,NA
2012093008 - 10163,1,80,1800,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2012093008 - 10176,2,80,1532,1,0,0,-7,3,3,fourth_down,6,60,1,38
2012093008 - 10186,3,80,1307,1,0,0,4,3,3,fourth_down,7,77,1,21
2012093008 - 10202,4,80,900,1,0,0,-7,3,3,fourth_down,2,26,0,NA
2012093008 - 10210,5,93,689,1,0,0,7,3,3,turnover,NA,NA,0,NA
2012093008 - 10214,6,96,618,1,0,0,-7,3,3,fourth_down,0,9,0,NA
2012093008 - 10218,7,67,493,1,0,0,7,3,3,fourth_down,3,31,0,NA
2012093008 - 10228,8,64,194,1,0,0,-7,3,3,fourth_down,5,58,1,24
2012093008 - 10239,9,85,15,1,0,1,4,3,3,end_of_half,NA,NA,0,NA
2012093008 - 10242,10,80,1800,0,1,0,-4,3,3,fourth_down,0,9,0,NA
2012093008 - 10246,11,79,1739,0,1,0,4,3,3,touchdown,NA,NA,0,NA
2012093008 - 10257,12,80,1508,0,1,0,-11,3,3,fourth_down,0,-4,0,NA
2012093008 - 10262,13,18,1457,0,1,0,11,3,2,touchdown,NA,NA,0,NA
2012093008 - 10268,14,80,1350,0,1,0,-18,2,3,fourth_down,0,6,0,NA
2012093008 - 10272,15,63,1222,0,1,0,18,3,2,touchdown,NA,NA,0,NA
2012093008 - 10279,16,80,1126,0,1,0,-25,2,3,fourth_down,0,-6,0,NA
2012093008 - 10284,17,69,1065,0,1,0,25,3,2,fourth_down,4,44,1,43
2012093008 - 10298,18,80,776,0,1,0,-28,2,3,fourth_down,1,12,0,NA
2012093008 - 10304,19,76,660,0,1,0,28,3,2,fourth_down,4,41,1,53
2012093008 - 10318,20,80,223,0,1,0,-31,1,3,fourth_down,5,53,0,NA
2012093008 - 10333,21,81,18,0,1,1,31,3,0,end_of_half,NA,NA,0,NA
2012093007 - 10336,1,69,1800,1,0,0,0,3,3,fourth_down,2,27,0,NA
2012093007 - 10344,2,89,1519,1,0,0,0,3,3,fourth_down,3,30,0,NA
2012093007 - 10356,3,78,1203,1,0,0,0,3,3,fourth_down,0,5,0,NA
2012093007 - 10360,4,78,1144,1,0,0,0,3,3,fourth_down,6,64,1,32
2012093007 - 10378,5,80,795,1,0,0,-3,3,2,fourth_down,0,8,0,NA
2012093007 - 10384,6,89,596,1,0,0,3,2,3,fourth_down,2,26,0,NA
2012093007 - 10390,7,89,465,1,0,0,-3,2,2,fourth_down,1,16,0,NA
2012093007 - 10395,8,95,345,1,0,0,3,2,2,touchdown,NA,NA,0,NA
2012093007 - 10407,9,80,116,1,0,1,-10,2,1,turnover,NA,NA,0,NA
2012093007 - 10413,10,34,27,1,0,1,10,1,1,fourth_down,2,25,1,27
2012093007 - 10413,10,34,27,1,0,1,10,1,1,fourth_down,0,1,1,-51
2012093007 - 10413,10,34,27,1,0,1,10,1,1,touchdown,NA,NA,0,NA
2012093007 - 10437,11,84,1481,0,1,0,6,2,3,fourth_down,3,36,0,NA
2012093007 - 10445,12,97,1293,0,1,0,-6,3,2,fourth_down,0,7,0,NA
2012093007 - 10450,13,66,1199,0,1,0,6,1,3,turnover,NA,NA,0,NA
2012093007 - 10454,14,61,1122,0,1,0,-6,3,1,fourth_down,2,20,0,NA
2012093007 - 10463,15,83,993,0,1,0,6,1,3,fourth_down,0,2,0,NA
2012093007 - 10469,16,58,851,0,1,0,-6,3,1,fourth_down,-1,-15,0,NA
2012093007 - 10473,17,78,776,0,1,0,6,1,3,fourth_down,0,9,0,NA
2012093007 - 10477,18,81,672,0,1,0,-6,3,1,touchdown,NA,NA,0,NA
2012093007 - 10482,19,80,585,0,1,0,-1,1,3,turnover,NA,NA,0,NA
2012093007 - 10486,20,3,485,0,1,0,1,3,1,turnover,NA,NA,0,NA
2012093007 - 10488,21,80,437,0,1,0,-1,1,3,touchdown,NA,NA,0,NA
2012093007 - 10491,22,80,425,0,1,0,-7,3,1,fourth_down,0,-1,0,NA
2012093007 - 10496,23,65,314,0,1,0,7,1,3,turnover,NA,NA,0,NA
2012093007 - 10500,24,51,171,0,1,0,-7,3,1,touchdown,NA,NA,0,NA
2012093007 - 10514,25,80,22,0,1,1,0,1,2,end_of_half,NA,NA,0,NA
2012093007 - 10517,1,66,895,0,0,0,0,2,2,fourth_down,0,-3,0,NA
2012093007 - 10521,2,79,840,0,0,0,0,2,2,turnover,NA,NA,0,NA
2012093007 - 10526,3,47,719,0,0,0,0,2,2,fourth_down,1,19,1,46
2012093011 - 10535,1,80,1800,1,0,0,0,3,3,fourth_down,3,30,0,NA
2012093011 - 10543,2,90,1554,1,0,0,0,3,3,fourth_down,0,8,0,NA
2012093011 - 10548,3,70,1452,1,0,0,0,3,3,fourth_down,3,38,1,50
2012093011 - 10557,4,75,1175,1,0,0,-3,3,3,touchdown,NA,NA,0,NA
2012093011 - 10568,5,80,900,1,0,0,-4,3,2,fourth_down,0,5,0,NA
2012093011 - 10572,6,90,839,1,0,0,4,2,3,fourth_down,6,67,1,-41
2012093011 - 10572,6,90,839,1,0,0,4,2,3,turnover,NA,NA,0,NA
2012093011 - 10581,7,35,669,1,0,0,4,2,3,touchdown,NA,NA,0,NA
2012093011 - 10591,8,80,446,1,0,0,-11,3,2,fourth_down,0,-5,0,NA
2012093011 - 10595,9,60,363,1,0,0,11,2,3,touchdown,NA,NA,0,NA
2012093011 - 10599,10,80,315,1,0,0,-18,3,2,fourth_down,4,41,1,57
2012093011 - 10610,11,80,115,1,0,1,15,2,3,fourth_down,1,11,0,NA
2012093011 - 10618,12,73,40,1,0,1,-15,1,2,fourth_down,0,8,0,NA
2012093011 - 10623,13,58,14,1,0,1,15,1,1,fourth_down,1,19,1,-57
2012093011 - 10628,14,89,1795,0,1,0,15,3,3,fourth_down,4,48,0,NA
2012093011 - 10637,15,94,1581,0,1,0,-15,3,3,fourth_down,2,24,0,NA
2012093011 - 10644,16,90,1486,0,1,0,15,3,3,fourth_down,2,20,0,NA
2012093011 - 10655,17,85,1164,0,1,0,-15,3,3,touchdown,NA,NA,0,NA
2012093011 - 10664,18,80,1016,0,1,0,8,3,2,fourth_down,6,67,1,-31
2012093011 - 10664,18,80,1016,0,1,0,8,3,2,touchdown,NA,NA,0,NA
2012093011 - 10683,19,80,581,0,1,0,2,3,1,fourth_down,1,14,0,NA
2012093011 - 10688,20,67,494,0,1,0,-2,1,3,fourth_down,1,19,0,NA
2012093011 - 10694,21,89,283,0,1,0,2,3,1,fourth_down,0,9,0,NA
2012093011 - 10698,22,64,218,0,1,0,-2,1,2,fourth_down,3,36,1,47
2012093011 - 10709,23,80,102,0,1,1,-1,1,0,fourth_down,5,56,1,41
2012093010 - 10721,1,77,1795,1,0,0,0,3,3,fourth_down,0,9,0,NA
2012093010 - 10725,2,75,1662,1,0,0,0,3,3,fourth_down,0,9,0,NA
2012093010 - 10729,3,62,1566,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2012093010 - 10739,4,80,1442,1,0,0,-7,3,3,touchdown,NA,NA,0,NA
2012093010 - 10753,5,80,1113,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2012093010 - 10768,6,72,850,1,0,0,-7,3,3,fourth_down,3,32,0,NA
2012093010 - 10777,7,92,658,1,0,0,7,3,3,touchdown,NA,NA,0,NA
2012093010 - 10794,8,80,290,1,0,0,-14,3,2,touchdown,NA,NA,0,NA
2012093010 - 10813,9,75,21,1,0,1,7,2,1,end_of_half,NA,NA,0,NA
2012093010 - 10816,10,74,1794,0,1,0,-7,3,3,fourth_down,7,72,1,20
2012093010 - 10834,11,80,1481,0,1,0,4,2,3,turnover,NA,NA,0,NA
2012093010 - 10846,12,92,1210,0,1,0,-4,3,1,touchdown,NA,NA,0,NA
2012093010 - 10852,13,80,1129,0,1,0,-3,1,3,turnover,NA,NA,0,NA
2012093010 - 10856,14,66,1055,0,1,0,3,3,1,fourth_down,5,57,1,27
2012093010 - 10869,15,66,777,0,1,0,-6,1,3,fourth_down,2,22,0,NA
2012093010 - 10876,16,91,646,0,1,0,6,3,1,fourth_down,0,0,0,NA
2012093010 - 10881,17,57,625,0,1,0,-6,1,2,touchdown,NA,NA,0,NA
2012093010 - 10890,18,69,413,0,1,0,-1,2,1,fourth_down,3,39,1,-48
2012093010 - 10890,18,69,413,0,1,0,-1,2,1,end_of_half,NA,NA,0,NA
2012093012 - 10916,1,61,1793,1,0,0,0,3,3,fourth_down,1,11,0,NA
2012093012 - 10923,2,89,1684,1,0,0,0,3,3,fourth_down,0,5,0,NA
2012093012 - 10927,3,54,1591,1,0,0,0,3,3,fourth_down,0,4,0,NA
2012093012 - 10932,4,90,1475,1,0,0,0,3,3,fourth_down,3,32,0,NA
2012093012 - 10941,5,87,1274,1,0,0,0,3,3,fourth_down,2,27,0,NA
2012093012 - 10951,6,80,1074,1,0,0,0,2,3,fourth_down,3,35,0,NA
2012093012 - 10960,7,87,854,1,0,0,0,3,2,fourth_down,3,38,0,NA
2012093012 - 10971,8,80,553,1,0,0,0,2,3,fourth_down,0,9,0,NA
